Plate,Col,Row,Compound,Compound Name,SMILES,Formula,Molecular Weight,LogP,LogSW,Rotatable Bonds,Hdon,Hacc,tPSA,Salt Form,Form,Stereochemistry,Price group,Structure
10,45,T,DMSO,,,,,,,,,,,,,,,
10,46,T,DMSO,,,,,,,,,,,,,,,
10,47,T,DMSO,,,,,,,,,,,,,,,
10,48,T,DMSO,,,,,,,,,,,,,,,
10,1,U,DMSO,,,,,,,,,,,,,,,
10,2,U,DMSO,,,,,,,,,,,,,,,
10,3,U,DMSO,,,,,,,,,,,,,,,
10,4,U,DMSO,,,,,,,,,,,,,,,
10,5,U,79656141,,,,,,,,,,,,,,,
10,6,U,44352810,,,,,,,,,,,,,,,
10,7,U,41780348,,,,,,,,,,,,,,,
10,8,U,54390912,,,,,,,,,,,,,,,
10,9,U,62209680,,,,,,,,,,,,,,,
10,10,U,95154167,,,,,,,,,,,,,,,
10,11,U,16743762,,,,,,,,,,,,,,,
10,12,U,24975906,,,,,,,,,,,,,,,
10,13,U,48808742,,,,,,,,,,,,,,,
10,14,U,91389323,,,,,,,,,,,,,,,
10,15,U,28229775,,,,,,,,,,,,,,,
10,16,U,67637501,,,,,,,,,,,,,,,
10,17,U,42040004,,,,,,,,,,,,,,,
10,18,U,12613296,,,,,,,,,,,,,,,
10,19,U,10627529,,,,,,,,,,,,,,,
10,20,U,75764075,,,,,,,,,,,,,,,
10,21,U,39766024,,,,,,,,,,,,,,,
10,22,U,46624950,,,,,,,,,,,,,,,
10,23,U,67846748,,,,,,,,,,,,,,,
10,24,U,16263078,,,,,,,,,,,,,,,
10,25,U,13807983,,,,,,,,,,,,,,,
10,26,U,28716372,,,,,,,,,,,,,,,
10,27,U,65037616,,,,,,,,,,,,,,,
10,28,U,80493342,,,,,,,,,,,,,,,
10,29,U,92095981,,,,,,,,,,,,,,,
10,30,U,93218045,,,,,,,,,,,,,,,
10,31,U,41812827,,,,,,,,,,,,,,,
10,32,U,35231183,,,,,,,,,,,,,,,
10,33,U,72914309,,,,,,,,,,,,,,,
10,34,U,59223937,,,,,,,,,,,,,,,
10,35,U,61906927,,,,,,,,,,,,,,,
10,36,U,97536241,,,,,,,,,,,,,,,
10,37,U,28489168,,,,,,,,,,,,,,,
10,38,U,31251549,,,,,,,,,,,,,,,
10,39,U,33883896,,,,,,,,,,,,,,,
10,40,U,79338837,,,,,,,,,,,,,,,
10,41,U,18712429,,,,,,,,,,,,,,,
10,42,U,26546466,,,,,,,,,,,,,,,
10,43,U,74927714,,,,,,,,,,,,,,,
10,44,U,41615751,,,,,,,,,,,,,,,
10,45,U,DMSO,,,,,,,,,,,,,,,
10,46,U,DMSO,,,,,,,,,,,,,,,
10,47,U,DMSO,,,,,,,,,,,,,,,
10,48,U,DMSO,,,,,,,,,,,,,,,
10,1,V,DMSO,,,,,,,,,,,,,,,
10,2,V,DMSO,,,,,,,,,,,,,,,
10,3,V,DMSO,,,,,,,,,,,,,,,
10,4,V,DMSO,,,,,,,,,,,,,,,
10,5,V,22143928,,,,,,,,,,,,,,,
10,6,V,77646610,,,,,,,,,,,,,,,
10,7,V,27192785,,,,,,,,,,,,,,,
10,8,V,31430716,,,,,,,,,,,,,,,
10,9,V,55298977,,,,,,,,,,,,,,,
10,10,V,87383812,,,,,,,,,,,,,,,
10,11,V,94212550,,,,,,,,,,,,,,,
10,12,V,10125293,,,,,,,,,,,,,,,
10,13,V,41280928,,,,,,,,,,,,,,,
10,14,V,29010779,,,,,,,,,,,,,,,
10,15,V,33261334,,,,,,,,,,,,,,,
10,16,V,84198295,,,,,,,,,,,,,,,
10,17,V,71930158,,,,,,,,,,,,,,,
10,18,V,94367756,,,,,,,,,,,,,,,
10,19,V,29444738,,,,,,,,,,,,,,,
10,20,V,10408175,,,,,,,,,,,,,,,
10,21,V,64450172,,,,,,,,,,,,,,,
10,22,V,43144634,,,,,,,,,,,,,,,
10,23,V,69921275,,,,,,,,,,,,,,,
10,24,V,36430241,,,,,,,,,,,,,,,
10,25,V,62046733,,,,,,,,,,,,,,,
10,26,V,78221250,,,,,,,,,,,,,,,
10,27,V,71537994,,,,,,,,,,,,,,,
10,28,V,12964233,,,,,,,,,,,,,,,
10,29,V,44094891,,,,,,,,,,,,,,,
10,30,V,78492489,,,,,,,,,,,,,,,
10,31,V,19685172,,,,,,,,,,,,,,,
10,32,V,18348619,,,,,,,,,,,,,,,
10,33,V,55069918,,,,,,,,,,,,,,,
10,34,V,50413907,,,,,,,,,,,,,,,
10,35,V,78545733,,,,,,,,,,,,,,,
10,36,V,96397663,,,,,,,,,,,,,,,
10,37,V,84647833,,,,,,,,,,,,,,,
10,38,V,55279220,,,,,,,,,,,,,,,
10,39,V,48360850,,,,,,,,,,,,,,,
10,40,V,68058451,,,,,,,,,,,,,,,
10,41,V,78331682,,,,,,,,,,,,,,,
10,42,V,26303055,,,,,,,,,,,,,,,
10,43,V,93953286,,,,,,,,,,,,,,,
10,44,V,79249731,,,,,,,,,,,,,,,
10,45,V,DMSO,,,,,,,,,,,,,,,
10,46,V,DMSO,,,,,,,,,,,,,,,
10,47,V,DMSO,,,,,,,,,,,,,,,
10,48,V,DMSO,,,,,,,,,,,,,,,
10,1,W,DMSO,,,,,,,,,,,,,,,
10,2,W,DMSO,,,,,,,,,,,,,,,
10,3,W,DMSO,,,,,,,,,,,,,,,
10,4,W,DMSO,,,,,,,,,,,,,,,
10,5,W,54018101,,,,,,,,,,,,,,,
10,6,W,94965004,,,,,,,,,,,,,,,
10,7,W,58568728,,,,,,,,,,,,,,,
10,8,W,91131444,,,,,,,,,,,,,,,
10,9,W,60202167,,,,,,,,,,,,,,,
10,10,W,58028013,,,,,,,,,,,,,,,
10,11,W,94312349,,,,,,,,,,,,,,,
10,12,W,51479409,,,,,,,,,,,,,,,
10,13,W,27125045,,,,,,,,,,,,,,,
10,14,W,24105461,,,,,,,,,,,,,,,
10,15,W,55675130,,,,,,,,,,,,,,,
10,16,W,43038513,,,,,,,,,,,,,,,
10,17,W,80314540,,,,,,,,,,,,,,,
10,18,W,43307768,,,,,,,,,,,,,,,
10,19,W,24577619,,,,,,,,,,,,,,,
10,20,W,72068605,,,,,,,,,,,,,,,
10,21,W,89944738,,,,,,,,,,,,,,,
10,22,W,88399988,,,,,,,,,,,,,,,
10,23,W,58200419,,,,,,,,,,,,,,,
10,24,W,77992441,,,,,,,,,,,,,,,
10,25,W,36834028,,,,,,,,,,,,,,,
10,26,W,33350302,,,,,,,,,,,,,,,
10,27,W,42242082,,,,,,,,,,,,,,,
10,28,W,95932035,,,,,,,,,,,,,,,
10,29,W,37953495,,,,,,,,,,,,,,,
10,30,W,20312108,,,,,,,,,,,,,,,
10,31,W,67709393,,,,,,,,,,,,,,,
10,32,W,75580828,,,,,,,,,,,,,,,
10,33,W,37166556,,,,,,,,,,,,,,,
10,34,W,89203672,,,,,,,,,,,,,,,
10,35,W,68646019,,,,,,,,,,,,,,,
10,36,W,23594006,,,,,,,,,,,,,,,
10,37,W,12058466,,,,,,,,,,,,,,,
10,38,W,24414281,,,,,,,,,,,,,,,
10,39,W,48295884,,,,,,,,,,,,,,,
10,40,W,33592726,,,,,,,,,,,,,,,
10,41,W,89916876,,,,,,,,,,,,,,,
10,42,W,90102742,,,,,,,,,,,,,,,
10,43,W,19651067,,,,,,,,,,,,,,,
10,44,W,59725102,,,,,,,,,,,,,,,
10,45,W,DMSO,,,,,,,,,,,,,,,
10,46,W,DMSO,,,,,,,,,,,,,,,
10,47,W,DMSO,,,,,,,,,,,,,,,
10,48,W,DMSO,,,,,,,,,,,,,,,
10,1,X,DMSO,,,,,,,,,,,,,,,
10,2,X,DMSO,,,,,,,,,,,,,,,
10,3,X,DMSO,,,,,,,,,,,,,,,
10,4,X,DMSO,,,,,,,,,,,,,,,
10,5,X,90372136,,,,,,,,,,,,,,,
10,6,X,20007996,,,,,,,,,,,,,,,
10,7,X,71096550,,,,,,,,,,,,,,,
10,8,X,12410077,,,,,,,,,,,,,,,
10,9,X,71748761,,,,,,,,,,,,,,,
10,10,X,98579551,,,,,,,,,,,,,,,
10,11,X,96130417,,,,,,,,,,,,,,,
10,12,X,30735862,,,,,,,,,,,,,,,
10,13,X,70851301,,,,,,,,,,,,,,,
10,14,X,43853068,,,,,,,,,,,,,,,
10,15,X,65449102,,,,,,,,,,,,,,,
10,16,X,54634495,,,,,,,,,,,,,,,
10,17,X,23392886,,,,,,,,,,,,,,,
10,18,X,61212464,,,,,,,,,,,,,,,
10,19,X,39940088,,,,,,,,,,,,,,,
10,20,X,70603239,,,,,,,,,,,,,,,
10,21,X,44030611,,,,,,,,,,,,,,,
10,22,X,35627569,,,,,,,,,,,,,,,
10,23,X,44586632,,,,,,,,,,,,,,,
10,24,X,82473866,,,,,,,,,,,,,,,
10,25,X,96630728,,,,,,,,,,,,,,,
10,26,X,21378003,,,,,,,,,,,,,,,
10,27,X,38897429,,,,,,,,,,,,,,,
10,28,X,48908332,,,,,,,,,,,,,,,
10,29,X,43794228,,,,,,,,,,,,,,,
10,30,X,38144957,,,,,,,,,,,,,,,
10,31,X,58465349,,,,,,,,,,,,,,,
10,32,X,24007635,,,,,,,,,,,,,,,
10,33,X,87941271,,,,,,,,,,,,,,,
10,34,X,55972771,,,,,,,,,,,,,,,
10,35,X,94218155,,,,,,,,,,,,,,,
10,36,X,29988025,,,,,,,,,,,,,,,
10,37,X,64723604,,,,,,,,,,,,,,,
10,38,X,85687414,,,,,,,,,,,,,,,
10,39,X,42781583,,,,,,,,,,,,,,,
10,40,X,10091378,,,,,,,,,,,,,,,
10,41,X,93602420,,,,,,,,,,,,,,,
10,42,X,84072350,,,,,,,,,,,,,,,
10,43,X,24284829,,,,,,,,,,,,,,,
10,44,X,46843824,,,,,,,,,,,,,,,
10,45,X,DMSO,,,,,,,,,,,,,,,
10,46,X,DMSO,,,,,,,,,,,,,,,
10,47,X,DMSO,,,,,,,,,,,,,,,
10,48,X,DMSO,,,,,,,,,,,,,,,
10,1,Y,DMSO,,,,,,,,,,,,,,,
10,2,Y,DMSO,,,,,,,,,,,,,,,
10,3,Y,DMSO,,,,,,,,,,,,,,,
10,4,Y,DMSO,,,,,,,,,,,,,,,
10,5,Y,37399516,,,,,,,,,,,,,,,
10,6,Y,72254765,,,,,,,,,,,,,,,
10,7,Y,66670804,,,,,,,,,,,,,,,
10,8,Y,87818546,,,,,,,,,,,,,,,
10,9,Y,19046105,,,,,,,,,,,,,,,
10,10,Y,21967279,,,,,,,,,,,,,,,
10,11,Y,67307058,,,,,,,,,,,,,,,
10,12,Y,33608858,,,,,,,,,,,,,,,
10,13,Y,16306429,,,,,,,,,,,,,,,
10,14,Y,66098313,,,,,,,,,,,,,,,
10,15,Y,30531663,,,,,,,,,,,,,,,
10,16,Y,97354579,,,,,,,,,,,,,,,
10,17,Y,15783877,,,,,,,,,,,,,,,
10,18,Y,30596759,,,,,,,,,,,,,,,
10,19,Y,53461464,,,,,,,,,,,,,,,
10,20,Y,31541010,,,,,,,,,,,,,,,
10,21,Y,29085936,,,,,,,,,,,,,,,
10,22,Y,30766214,,,,,,,,,,,,,,,
10,23,Y,43479389,,,,,,,,,,,,,,,
10,24,Y,66949982,,,,,,,,,,,,,,,
10,25,Y,12659665,,,,,,,,,,,,,,,
10,26,Y,27245744,,,,,,,,,,,,,,,
10,27,Y,79450879,,,,,,,,,,,,,,,
10,28,Y,12063475,,,,,,,,,,,,,,,
10,29,Y,65352802,,,,,,,,,,,,,,,
10,30,Y,61508833,,,,,,,,,,,,,,,
10,31,Y,34260094,,,,,,,,,,,,,,,
10,32,Y,27684430,,,,,,,,,,,,,,,
10,33,Y,17212922,,,,,,,,,,,,,,,
10,34,Y,30981010,,,,,,,,,,,,,,,
10,35,Y,80673332,,,,,,,,,,,,,,,
10,36,Y,39085041,,,,,,,,,,,,,,,
10,37,Y,69075112,,,,,,,,,,,,,,,
10,38,Y,22662535,,,,,,,,,,,,,,,
10,39,Y,64915758,,,,,,,,,,,,,,,
10,40,Y,72041443,,,,,,,,,,,,,,,
10,41,Y,32265976,,,,,,,,,,,,,,,
10,42,Y,22725189,,,,,,,,,,,,,,,
10,43,Y,26657441,,,,,,,,,,,,,,,
10,44,Y,11753856,,,,,,,,,,,,,,,
10,45,Y,DMSO,,,,,,,,,,,,,,,
10,46,Y,DMSO,,,,,,,,,,,,,,,
10,47,Y,DMSO,,,,,,,,,,,,,,,
10,48,Y,DMSO,,,,,,,,,,,,,,,
10,1,Z,DMSO,,,,,,,,,,,,,,,
10,2,Z,DMSO,,,,,,,,,,,,,,,
10,3,Z,DMSO,,,,,,,,,,,,,,,
10,4,Z,DMSO,,,,,,,,,,,,,,,
10,5,Z,87910341,,,,,,,,,,,,,,,
10,6,Z,69966701,,,,,,,,,,,,,,,
10,7,Z,47605516,,,,,,,,,,,,,,,
10,8,Z,13437300,,,,,,,,,,,,,,,
10,9,Z,66279688,,,,,,,,,,,,,,,
10,10,Z,34651781,,,,,,,,,,,,,,,
10,11,Z,30279258,,,,,,,,,,,,,,,
10,12,Z,26568992,,,,,,,,,,,,,,,
10,13,Z,72477568,,,,,,,,,,,,,,,
10,14,Z,20540804,,,,,,,,,,,,,,,
10,15,Z,56319884,,,,,,,,,,,,,,,
10,16,Z,69972490,,,,,,,,,,,,,,,
10,17,Z,69086080,,,,,,,,,,,,,,,
10,18,Z,34297251,,,,,,,,,,,,,,,
10,19,Z,21203502,,,,,,,,,,,,,,,
10,20,Z,31261596,,,,,,,,,,,,,,,
10,21,Z,75606070,,,,,,,,,,,,,,,
10,22,Z,64041712,,,,,,,,,,,,,,,
10,23,Z,18528599,,,,,,,,,,,,,,,
10,24,Z,72841490,,,,,,,,,,,,,,,
10,25,Z,72143612,,,,,,,,,,,,,,,
10,26,Z,26095659,,,,,,,,,,,,,,,
10,27,Z,93053800,,,,,,,,,,,,,,,
10,28,Z,87449541,,,,,,,,,,,,,,,
10,29,Z,14655478,,,,,,,,,,,,,,,
10,30,Z,36133809,,,,,,,,,,,,,,,
10,31,Z,36956888,,,,,,,,,,,,,,,
10,32,Z,16229100,,,,,,,,,,,,,,,
10,33,Z,99384441,,,,,,,,,,,,,,,
10,34,Z,99377118,,,,,,,,,,,,,,,
10,35,Z,53840068,,,,,,,,,,,,,,,
10,36,Z,58121355,,,,,,,,,,,,,,,
10,37,Z,27705148,,,,,,,,,,,,,,,
10,38,Z,59417090,,,,,,,,,,,,,,,
10,39,Z,16757799,,,,,,,,,,,,,,,
10,40,Z,11217055,,,,,,,,,,,,,,,
10,41,Z,40272378,,,,,,,,,,,,,,,
10,42,Z,60136020,,,,,,,,,,,,,,,
10,43,Z,68554991,,,,,,,,,,,,,,,
10,44,Z,16067623,,,,,,,,,,,,,,,
10,45,Z,DMSO,,,,,,,,,,,,,,,
10,46,Z,DMSO,,,,,,,,,,,,,,,
10,47,Z,DMSO,,,,,,,,,,,,,,,
10,48,Z,DMSO,,,,,,,,,,,,,,,
10,1,AA,DMSO,,,,,,,,,,,,,,,
10,2,AA,DMSO,,,,,,,,,,,,,,,
10,3,AA,DMSO,,,,,,,,,,,,,,,
10,4,AA,DMSO,,,,,,,,,,,,,,,
10,5,AA,64329628,,,,,,,,,,,,,,,
10,6,AA,70818410,,,,,,,,,,,,,,,
10,7,AA,91288757,,,,,,,,,,,,,,,
10,8,AA,31148096,,,,,,,,,,,,,,,
10,9,AA,75234409,,,,,,,,,,,,,,,
10,10,AA,27252486,,,,,,,,,,,,,,,
10,11,AA,19326378,,,,,,,,,,,,,,,
10,12,AA,71881113,,,,,,,,,,,,,,,
10,13,AA,70810375,,,,,,,,,,,,,,,
10,14,AA,14163895,,,,,,,,,,,,,,,
10,15,AA,15117549,,,,,,,,,,,,,,,
10,16,AA,35398877,,,,,,,,,,,,,,,
10,17,AA,19714320,,,,,,,,,,,,,,,
10,18,AA,84927349,,,,,,,,,,,,,,,
10,19,AA,44621749,,,,,,,,,,,,,,,
10,20,AA,40387557,,,,,,,,,,,,,,,
10,21,AA,53910394,,,,,,,,,,,,,,,
10,22,AA,19771980,,,,,,,,,,,,,,,
10,23,AA,33459227,,,,,,,,,,,,,,,
10,24,AA,80017841,,,,,,,,,,,,,,,
10,25,AA,57046525,,,,,,,,,,,,,,,
10,26,AA,34128587,,,,,,,,,,,,,,,
10,27,AA,94714794,,,,,,,,,,,,,,,
10,28,AA,10389772,,,,,,,,,,,,,,,
10,29,AA,59312838,,,,,,,,,,,,,,,
10,30,AA,71110146,,,,,,,,,,,,,,,
10,31,AA,33881706,,,,,,,,,,,,,,,
10,32,AA,19864921,,,,,,,,,,,,,,,
10,33,AA,26954973,,,,,,,,,,,,,,,
10,34,AA,59885279,,,,,,,,,,,,,,,
10,35,AA,39571214,,,,,,,,,,,,,,,
10,36,AA,20471012,,,,,,,,,,,,,,,
10,37,AA,47578898,,,,,,,,,,,,,,,
10,38,AA,12405184,,,,,,,,,,,,,,,
10,39,AA,72223205,,,,,,,,,,,,,,,
10,40,AA,48826918,,,,,,,,,,,,,,,
10,41,AA,84590495,,,,,,,,,,,,,,,
10,42,AA,15465768,,,,,,,,,,,,,,,
10,43,AA,45505207,,,,,,,,,,,,,,,
10,44,AA,30087841,,,,,,,,,,,,,,,
10,45,AA,DMSO,,,,,,,,,,,,,,,
10,46,AA,DMSO,,,,,,,,,,,,,,,
10,47,AA,DMSO,,,,,,,,,,,,,,,
10,48,AA,DMSO,,,,,,,,,,,,,,,
10,1,AB,DMSO,,,,,,,,,,,,,,,
10,2,AB,DMSO,,,,,,,,,,,,,,,
10,3,AB,DMSO,,,,,,,,,,,,,,,
10,4,AB,DMSO,,,,,,,,,,,,,,,
10,5,AB,25420364,,,,,,,,,,,,,,,
10,6,AB,99591269,,,,,,,,,,,,,,,
10,7,AB,41757771,,,,,,,,,,,,,,,
10,8,AB,45788056,,,,,,,,,,,,,,,
10,9,AB,98939960,,,,,,,,,,,,,,,
10,10,AB,36013110,,,,,,,,,,,,,,,
10,11,AB,35846293,,,,,,,,,,,,,,,
10,12,AB,90628102,,,,,,,,,,,,,,,
10,13,AB,97308738,,,,,,,,,,,,,,,
10,14,AB,63504393,,,,,,,,,,,,,,,
10,15,AB,62958083,,,,,,,,,,,,,,,
10,16,AB,80714720,,,,,,,,,,,,,,,
10,17,AB,17065636,,,,,,,,,,,,,,,
10,18,AB,63255469,,,,,,,,,,,,,,,
10,19,AB,99364496,,,,,,,,,,,,,,,
10,20,AB,43844983,,,,,,,,,,,,,,,
10,21,AB,66797938,,,,,,,,,,,,,,,
10,22,AB,52163248,,,,,,,,,,,,,,,
10,23,AB,21758697,,,,,,,,,,,,,,,
10,24,AB,48896898,,,,,,,,,,,,,,,
10,25,AB,19218616,,,,,,,,,,,,,,,
10,26,AB,52268190,,,,,,,,,,,,,,,
10,27,AB,11766919,,,,,,,,,,,,,,,
10,28,AB,86919353,,,,,,,,,,,,,,,
10,29,AB,99321359,,,,,,,,,,,,,,,
10,30,AB,46306899,,,,,,,,,,,,,,,
10,31,AB,75253683,,,,,,,,,,,,,,,
10,32,AB,74165943,,,,,,,,,,,,,,,
10,33,AB,49938014,,,,,,,,,,,,,,,
10,34,AB,41637663,,,,,,,,,,,,,,,
10,35,AB,96105899,,,,,,,,,,,,,,,
10,36,AB,99759543,,,,,,,,,,,,,,,
10,37,AB,89744193,,,,,,,,,,,,,,,
10,38,AB,88050801,,,,,,,,,,,,,,,
10,39,AB,27531555,,,,,,,,,,,,,,,
10,40,AB,23553227,,,,,,,,,,,,,,,
10,41,AB,51409958,,,,,,,,,,,,,,,
10,42,AB,19597196,,,,,,,,,,,,,,,
10,43,AB,27159091,,,,,,,,,,,,,,,
10,44,AB,70091020,,,,,,,,,,,,,,,
10,45,AB,DMSO,,,,,,,,,,,,,,,
10,46,AB,DMSO,,,,,,,,,,,,,,,
10,47,AB,DMSO,,,,,,,,,,,,,,,
10,48,AB,DMSO,,,,,,,,,,,,,,,
10,1,AC,DMSO,,,,,,,,,,,,,,,
10,2,AC,DMSO,,,,,,,,,,,,,,,
10,3,AC,DMSO,,,,,,,,,,,,,,,
10,4,AC,DMSO,,,,,,,,,,,,,,,
10,5,AC,25661205,,,,,,,,,,,,,,,
10,6,AC,28485152,,,,,,,,,,,,,,,
10,7,AC,94633756,,,,,,,,,,,,,,,
10,8,AC,25425446,,,,,,,,,,,,,,,
10,9,AC,97350542,,,,,,,,,,,,,,,
10,10,AC,43358120,,,,,,,,,,,,,,,
10,11,AC,88425217,,,,,,,,,,,,,,,
10,12,AC,32481199,,,,,,,,,,,,,,,
10,13,AC,42467127,,,,,,,,,,,,,,,
10,14,AC,76323442,,,,,,,,,,,,,,,
10,15,AC,21468056,,,,,,,,,,,,,,,
10,16,AC,12686868,,,,,,,,,,,,,,,
10,17,AC,86185948,,,,,,,,,,,,,,,
10,18,AC,31769654,,,,,,,,,,,,,,,
10,19,AC,23968344,,,,,,,,,,,,,,,
10,20,AC,22122448,,,,,,,,,,,,,,,
10,21,AC,32068054,,,,,,,,,,,,,,,
10,22,AC,22707925,,,,,,,,,,,,,,,
10,23,AC,88220543,,,,,,,,,,,,,,,
10,24,AC,91859498,,,,,,,,,,,,,,,
10,25,AC,64608981,,,,,,,,,,,,,,,
10,26,AC,46395433,,,,,,,,,,,,,,,
10,27,AC,96528258,,,,,,,,,,,,,,,
10,28,AC,12396583,,,,,,,,,,,,,,,
10,29,AC,85813774,,,,,,,,,,,,,,,
10,30,AC,68903985,,,,,,,,,,,,,,,
10,31,AC,92377187,,,,,,,,,,,,,,,
10,32,AC,21980971,,,,,,,,,,,,,,,
10,33,AC,48353350,,,,,,,,,,,,,,,
10,34,AC,96854388,,,,,,,,,,,,,,,
10,35,AC,28314001,,,,,,,,,,,,,,,
10,36,AC,47711229,,,,,,,,,,,,,,,
10,37,AC,45899389,,,,,,,,,,,,,,,
10,38,AC,97728730,,,,,,,,,,,,,,,
10,39,AC,55473132,,,,,,,,,,,,,,,
10,40,AC,89891929,,,,,,,,,,,,,,,
10,41,AC,56892981,,,,,,,,,,,,,,,
10,42,AC,24401875,,,,,,,,,,,,,,,
10,43,AC,49323688,,,,,,,,,,,,,,,
10,44,AC,44084295,,,,,,,,,,,,,,,
10,45,AC,DMSO,,,,,,,,,,,,,,,
10,46,AC,DMSO,,,,,,,,,,,,,,,
10,47,AC,DMSO,,,,,,,,,,,,,,,
10,48,AC,DMSO,,,,,,,,,,,,,,,
10,1,AD,DMSO,,,,,,,,,,,,,,,
10,2,AD,DMSO,,,,,,,,,,,,,,,
10,3,AD,DMSO,,,,,,,,,,,,,,,
10,4,AD,DMSO,,,,,,,,,,,,,,,
10,5,AD,16914531,,,,,,,,,,,,,,,
10,6,AD,87023957,,,,,,,,,,,,,,,
10,7,AD,16926826,,,,,,,,,,,,,,,
10,8,AD,18084986,,,,,,,,,,,,,,,
10,9,AD,82782837,,,,,,,,,,,,,,,
10,10,AD,55148666,,,,,,,,,,,,,,,
10,11,AD,27716582,,,,,,,,,,,,,,,
10,12,AD,88798245,,,,,,,,,,,,,,,
10,13,AD,72728643,,,,,,,,,,,,,,,
10,14,AD,70786336,,,,,,,,,,,,,,,
10,15,AD,33151480,,,,,,,,,,,,,,,
10,16,AD,45034973,,,,,,,,,,,,,,,
10,17,AD,83724452,,,,,,,,,,,,,,,
10,18,AD,57827860,,,,,,,,,,,,,,,
10,19,AD,30359450,,,,,,,,,,,,,,,
10,20,AD,60514901,,,,,,,,,,,,,,,
10,21,AD,15418285,,,,,,,,,,,,,,,
10,22,AD,42725619,,,,,,,,,,,,,,,
10,23,AD,81142500,,,,,,,,,,,,,,,
10,24,AD,24105767,,,,,,,,,,,,,,,
10,25,AD,97435990,,,,,,,,,,,,,,,
10,26,AD,45176042,,,,,,,,,,,,,,,
10,27,AD,30697742,,,,,,,,,,,,,,,
10,28,AD,95544623,,,,,,,,,,,,,,,
10,29,AD,98055573,,,,,,,,,,,,,,,
10,30,AD,99871748,,,,,,,,,,,,,,,
10,31,AD,29749707,,,,,,,,,,,,,,,
10,32,AD,36916030,,,,,,,,,,,,,,,
10,33,AD,99991698,,,,,,,,,,,,,,,
10,34,AD,89354489,,,,,,,,,,,,,,,
10,35,AD,15633206,,,,,,,,,,,,,,,
10,36,AD,62293586,,,,,,,,,,,,,,,
10,37,AD,43821499,,,,,,,,,,,,,,,
10,38,AD,38857369,,,,,,,,,,,,,,,
10,39,AD,92614244,,,,,,,,,,,,,,,
10,40,AD,27196407,,,,,,,,,,,,,,,
10,41,AD,99150331,,,,,,,,,,,,,,,
10,42,AD,70113878,,,,,,,,,,,,,,,
10,43,AD,53174034,,,,,,,,,,,,,,,
10,44,AD,33198842,,,,,,,,,,,,,,,
10,45,AD,DMSO,,,,,,,,,,,,,,,
10,46,AD,DMSO,,,,,,,,,,,,,,,
10,47,AD,DMSO,,,,,,,,,,,,,,,
10,48,AD,DMSO,,,,,,,,,,,,,,,
10,1,AE,DMSO,,,,,,,,,,,,,,,
10,2,AE,DMSO,,,,,,,,,,,,,,,
10,3,AE,DMSO,,,,,,,,,,,,,,,
10,4,AE,DMSO,,,,,,,,,,,,,,,
10,5,AE,55871688,,,,,,,,,,,,,,,
10,6,AE,15965185,,,,,,,,,,,,,,,
10,7,AE,39501490,,,,,,,,,,,,,,,
10,8,AE,82291991,,,,,,,,,,,,,,,
10,9,AE,49840613,,,,,,,,,,,,,,,
10,10,AE,84050194,,,,,,,,,,,,,,,
10,11,AE,34753410,,,,,,,,,,,,,,,
10,12,AE,97180541,,,,,,,,,,,,,,,
10,13,AE,38033670,,,,,,,,,,,,,,,
10,14,AE,25354813,,,,,,,,,,,,,,,
10,15,AE,96217964,,,,,,,,,,,,,,,
10,16,AE,24632599,,,,,,,,,,,,,,,
10,17,AE,24124648,,,,,,,,,,,,,,,
10,18,AE,11280733,,,,,,,,,,,,,,,
10,19,AE,39160861,,,,,,,,,,,,,,,
10,20,AE,67389898,,,,,,,,,,,,,,,
10,21,AE,35911407,,,,,,,,,,,,,,,
10,22,AE,50952056,,,,,,,,,,,,,,,
10,23,AE,49297643,,,,,,,,,,,,,,,
10,24,AE,78120801,,,,,,,,,,,,,,,
10,25,AE,25298853,,,,,,,,,,,,,,,
10,26,AE,61787216,,,,,,,,,,,,,,,
10,27,AE,36804254,,,,,,,,,,,,,,,
10,28,AE,64865840,,,,,,,,,,,,,,,
10,29,AE,76750341,,,,,,,,,,,,,,,
10,30,AE,78970831,,,,,,,,,,,,,,,
10,31,AE,76479924,,,,,,,,,,,,,,,
10,32,AE,87904257,,,,,,,,,,,,,,,
10,33,AE,38179945,,,,,,,,,,,,,,,
10,34,AE,89725203,,,,,,,,,,,,,,,
10,35,AE,59636612,,,,,,,,,,,,,,,
10,36,AE,48603361,,,,,,,,,,,,,,,
10,37,AE,19820829,,,,,,,,,,,,,,,
10,38,AE,14155062,,,,,,,,,,,,,,,
10,39,AE,39893883,,,,,,,,,,,,,,,
10,40,AE,21617364,,,,,,,,,,,,,,,
10,41,AE,19331241,,,,,,,,,,,,,,,
10,42,AE,26654968,,,,,,,,,,,,,,,
10,43,AE,22509542,,,,,,,,,,,,,,,
10,44,AE,97990836,,,,,,,,,,,,,,,
10,45,AE,DMSO,,,,,,,,,,,,,,,
10,46,AE,DMSO,,,,,,,,,,,,,,,
10,47,AE,DMSO,,,,,,,,,,,,,,,
10,48,AE,DMSO,,,,,,,,,,,,,,,
10,1,AF,DMSO,,,,,,,,,,,,,,,
10,2,AF,DMSO,,,,,,,,,,,,,,,
10,3,AF,DMSO,,,,,,,,,,,,,,,
10,4,AF,DMSO,,,,,,,,,,,,,,,
10,5,AF,44621249,,,,,,,,,,,,,,,
10,6,AF,14950431,,,,,,,,,,,,,,,
