Plate,Col,Row,Compound,Compound Name,SMILES,Formula,Molecular Weight,LogP,LogSW,Rotatable Bonds,Hdon,Hacc,tPSA,Salt Form,Form,Stereochemistry,Price group,Structure
24,8,AD,30515053,,,,,,,,,,,,,,,
24,9,AD,94957991,,,,,,,,,,,,,,,
24,10,AD,61403550,,,,,,,,,,,,,,,
24,11,AD,73475032,,,,,,,,,,,,,,,
24,12,AD,66508212,,,,,,,,,,,,,,,
24,13,AD,86614114,,,,,,,,,,,,,,,
24,14,AD,20016604,,,,,,,,,,,,,,,
24,15,AD,41608577,,,,,,,,,,,,,,,
24,16,AD,89092526,,,,,,,,,,,,,,,
24,17,AD,69520153,,,,,,,,,,,,,,,
24,18,AD,27256807,,,,,,,,,,,,,,,
24,19,AD,71466333,,,,,,,,,,,,,,,
24,20,AD,11655507,,,,,,,,,,,,,,,
24,21,AD,85080988,,,,,,,,,,,,,,,
24,22,AD,46921839,,,,,,,,,,,,,,,
24,23,AD,85870945,,,,,,,,,,,,,,,
24,24,AD,26647257,,,,,,,,,,,,,,,
24,25,AD,46839533,,,,,,,,,,,,,,,
24,26,AD,38039268,,,,,,,,,,,,,,,
24,27,AD,75840852,,,,,,,,,,,,,,,
24,28,AD,66951953,,,,,,,,,,,,,,,
24,29,AD,59858558,,,,,,,,,,,,,,,
24,30,AD,15391598,,,,,,,,,,,,,,,
24,31,AD,69622925,,,,,,,,,,,,,,,
24,32,AD,98981284,,,,,,,,,,,,,,,
24,33,AD,94573334,,,,,,,,,,,,,,,
24,34,AD,28180276,,,,,,,,,,,,,,,
24,35,AD,66948335,,,,,,,,,,,,,,,
24,36,AD,57073240,,,,,,,,,,,,,,,
24,37,AD,72427787,,,,,,,,,,,,,,,
24,38,AD,95070262,,,,,,,,,,,,,,,
24,39,AD,44988384,,,,,,,,,,,,,,,
24,40,AD,25206175,,,,,,,,,,,,,,,
24,41,AD,91517218,,,,,,,,,,,,,,,
24,42,AD,66724747,,,,,,,,,,,,,,,
24,43,AD,82403939,,,,,,,,,,,,,,,
24,44,AD,11513602,,,,,,,,,,,,,,,
24,45,AD,DMSO,,,,,,,,,,,,,,,
24,46,AD,DMSO,,,,,,,,,,,,,,,
24,47,AD,DMSO,,,,,,,,,,,,,,,
24,48,AD,DMSO,,,,,,,,,,,,,,,
24,1,AE,DMSO,,,,,,,,,,,,,,,
24,2,AE,DMSO,,,,,,,,,,,,,,,
24,3,AE,DMSO,,,,,,,,,,,,,,,
24,4,AE,DMSO,,,,,,,,,,,,,,,
24,5,AE,85719000,,,,,,,,,,,,,,,
24,6,AE,44806926,,,,,,,,,,,,,,,
24,7,AE,22239786,,,,,,,,,,,,,,,
24,8,AE,57868860,,,,,,,,,,,,,,,
24,9,AE,58315328,,,,,,,,,,,,,,,
24,10,AE,73560957,,,,,,,,,,,,,,,
24,11,AE,10839227,,,,,,,,,,,,,,,
24,12,AE,68573740,,,,,,,,,,,,,,,
24,13,AE,29359035,,,,,,,,,,,,,,,
24,14,AE,92670173,,,,,,,,,,,,,,,
24,15,AE,45283810,,,,,,,,,,,,,,,
24,16,AE,13573918,,,,,,,,,,,,,,,
24,17,AE,44259645,,,,,,,,,,,,,,,
24,18,AE,51262427,,,,,,,,,,,,,,,
24,19,AE,38921509,,,,,,,,,,,,,,,
24,20,AE,26559806,,,,,,,,,,,,,,,
24,21,AE,64324097,,,,,,,,,,,,,,,
24,22,AE,37530845,,,,,,,,,,,,,,,
24,23,AE,72441176,,,,,,,,,,,,,,,
24,24,AE,71896947,,,,,,,,,,,,,,,
24,25,AE,19212462,,,,,,,,,,,,,,,
24,26,AE,19613682,,,,,,,,,,,,,,,
24,27,AE,76235875,,,,,,,,,,,,,,,
24,28,AE,66509655,,,,,,,,,,,,,,,
24,29,AE,62398195,,,,,,,,,,,,,,,
24,30,AE,92378776,,,,,,,,,,,,,,,
24,31,AE,11267135,,,,,,,,,,,,,,,
24,32,AE,39718895,,,,,,,,,,,,,,,
24,33,AE,62970575,,,,,,,,,,,,,,,
24,34,AE,85209013,,,,,,,,,,,,,,,
24,35,AE,81831621,,,,,,,,,,,,,,,
24,36,AE,36319397,,,,,,,,,,,,,,,
24,37,AE,82060853,,,,,,,,,,,,,,,
24,38,AE,43410198,,,,,,,,,,,,,,,
24,39,AE,37064865,,,,,,,,,,,,,,,
24,40,AE,50848463,,,,,,,,,,,,,,,
24,41,AE,56124076,,,,,,,,,,,,,,,
24,42,AE,36176745,,,,,,,,,,,,,,,
24,43,AE,20610038,,,,,,,,,,,,,,,
24,44,AE,93611878,,,,,,,,,,,,,,,
24,45,AE,DMSO,,,,,,,,,,,,,,,
24,46,AE,DMSO,,,,,,,,,,,,,,,
24,47,AE,DMSO,,,,,,,,,,,,,,,
24,48,AE,DMSO,,,,,,,,,,,,,,,
24,1,AF,DMSO,,,,,,,,,,,,,,,
24,2,AF,DMSO,,,,,,,,,,,,,,,
24,3,AF,DMSO,,,,,,,,,,,,,,,
24,4,AF,DMSO,,,,,,,,,,,,,,,
24,5,AF,69320477,,,,,,,,,,,,,,,
24,6,AF,31698594,,,,,,,,,,,,,,,
24,7,AF,77965485,,,,,,,,,,,,,,,
24,8,AF,33113890,,,,,,,,,,,,,,,
24,9,AF,43553068,,,,,,,,,,,,,,,
24,10,AF,24785457,,,,,,,,,,,,,,,
24,11,AF,97135007,,,,,,,,,,,,,,,
24,12,AF,13981277,,,,,,,,,,,,,,,
24,13,AF,54801431,,,,,,,,,,,,,,,
24,14,AF,18747217,,,,,,,,,,,,,,,
24,15,AF,43143048,,,,,,,,,,,,,,,
24,16,AF,72551969,,,,,,,,,,,,,,,
24,17,AF,33253153,,,,,,,,,,,,,,,
24,18,AF,82055906,,,,,,,,,,,,,,,
24,19,AF,64139752,,,,,,,,,,,,,,,
24,20,AF,64894653,,,,,,,,,,,,,,,
24,21,AF,67074281,,,,,,,,,,,,,,,
24,22,AF,18862457,,,,,,,,,,,,,,,
24,23,AF,54157815,,,,,,,,,,,,,,,
24,24,AF,96651666,,,,,,,,,,,,,,,
24,25,AF,27786095,,,,,,,,,,,,,,,
24,26,AF,58714158,,,,,,,,,,,,,,,
24,27,AF,51933124,,,,,,,,,,,,,,,
24,28,AF,80731571,,,,,,,,,,,,,,,
24,29,AF,75214578,,,,,,,,,,,,,,,
24,30,AF,90889373,,,,,,,,,,,,,,,
24,31,AF,79515588,,,,,,,,,,,,,,,
24,32,AF,83664901,,,,,,,,,,,,,,,
24,33,AF,36130402,,,,,,,,,,,,,,,
24,34,AF,81588728,,,,,,,,,,,,,,,
24,35,AF,88007696,,,,,,,,,,,,,,,
24,36,AF,10912350,,,,,,,,,,,,,,,
24,37,AF,46581029,,,,,,,,,,,,,,,
24,38,AF,14130034,,,,,,,,,,,,,,,
24,39,AF,18845985,,,,,,,,,,,,,,,
24,40,AF,17961020,,,,,,,,,,,,,,,
24,41,AF,56215494,,,,,,,,,,,,,,,
24,42,AF,46161783,,,,,,,,,,,,,,,
24,43,AF,39108900,,,,,,,,,,,,,,,
24,44,AF,31775535,,,,,,,,,,,,,,,
24,45,AF,DMSO,,,,,,,,,,,,,,,
24,46,AF,DMSO,,,,,,,,,,,,,,,
24,47,AF,DMSO,,,,,,,,,,,,,,,
24,48,AF,DMSO,,,,,,,,,,,,,,,
25,1,A,DMSO,,,,,,,,,,,,,,,
25,2,A,DMSO,,,,,,,,,,,,,,,
25,3,A,DMSO,,,,,,,,,,,,,,,
25,4,A,DMSO,,,,,,,,,,,,,,,
25,5,A,25057783,,,,,,,,,,,,,,,
25,6,A,14249813,,,,,,,,,,,,,,,
25,7,A,46863554,,,,,,,,,,,,,,,
25,8,A,40835896,,,,,,,,,,,,,,,
25,9,A,55998302,,,,,,,,,,,,,,,
25,10,A,78902932,,,,,,,,,,,,,,,
25,11,A,50706303,,,,,,,,,,,,,,,
25,12,A,89449779,,,,,,,,,,,,,,,
25,13,A,62034913,,,,,,,,,,,,,,,
25,14,A,12842252,,,,,,,,,,,,,,,
25,15,A,76004484,,,,,,,,,,,,,,,
25,16,A,76383690,,,,,,,,,,,,,,,
25,17,A,47776520,,,,,,,,,,,,,,,
25,18,A,28284346,,,,,,,,,,,,,,,
25,19,A,12803278,,,,,,,,,,,,,,,
25,20,A,28831219,,,,,,,,,,,,,,,
25,21,A,79633188,,,,,,,,,,,,,,,
25,22,A,31865509,,,,,,,,,,,,,,,
25,23,A,26858001,,,,,,,,,,,,,,,
25,24,A,95463169,,,,,,,,,,,,,,,
25,25,A,12487300,,,,,,,,,,,,,,,
25,26,A,49954593,,,,,,,,,,,,,,,
25,27,A,92548277,,,,,,,,,,,,,,,
25,28,A,97857888,,,,,,,,,,,,,,,
25,29,A,56966933,,,,,,,,,,,,,,,
25,30,A,45883509,,,,,,,,,,,,,,,
25,31,A,26921213,,,,,,,,,,,,,,,
25,32,A,74611573,,,,,,,,,,,,,,,
25,33,A,20798828,,,,,,,,,,,,,,,
25,34,A,43277344,,,,,,,,,,,,,,,
25,35,A,84605147,,,,,,,,,,,,,,,
25,36,A,87966701,,,,,,,,,,,,,,,
25,37,A,10886145,,,,,,,,,,,,,,,
25,38,A,18079914,,,,,,,,,,,,,,,
25,39,A,16163304,,,,,,,,,,,,,,,
25,40,A,97103983,,,,,,,,,,,,,,,
25,41,A,33702033,,,,,,,,,,,,,,,
25,42,A,56758157,,,,,,,,,,,,,,,
25,43,A,57536249,,,,,,,,,,,,,,,
25,44,A,88257989,,,,,,,,,,,,,,,
25,45,A,DMSO,,,,,,,,,,,,,,,
25,46,A,DMSO,,,,,,,,,,,,,,,
25,47,A,DMSO,,,,,,,,,,,,,,,
25,48,A,DMSO,,,,,,,,,,,,,,,
25,1,B,DMSO,,,,,,,,,,,,,,,
25,2,B,DMSO,,,,,,,,,,,,,,,
25,3,B,DMSO,,,,,,,,,,,,,,,
25,4,B,DMSO,,,,,,,,,,,,,,,
25,5,B,24775369,,,,,,,,,,,,,,,
25,6,B,95063861,,,,,,,,,,,,,,,
25,7,B,75569926,,,,,,,,,,,,,,,
25,8,B,55305986,,,,,,,,,,,,,,,
25,9,B,88828170,,,,,,,,,,,,,,,
25,10,B,15863356,,,,,,,,,,,,,,,
25,11,B,97501554,,,,,,,,,,,,,,,
25,12,B,43593326,,,,,,,,,,,,,,,
25,13,B,36560897,,,,,,,,,,,,,,,
25,14,B,57668104,,,,,,,,,,,,,,,
25,15,B,10249829,,,,,,,,,,,,,,,
25,16,B,31958876,,,,,,,,,,,,,,,
25,17,B,49716860,,,,,,,,,,,,,,,
25,18,B,60372505,,,,,,,,,,,,,,,
25,19,B,66101543,,,,,,,,,,,,,,,
25,20,B,83347669,,,,,,,,,,,,,,,
25,21,B,41618113,,,,,,,,,,,,,,,
25,22,B,77211267,,,,,,,,,,,,,,,
25,23,B,52890556,,,,,,,,,,,,,,,
25,24,B,24374380,,,,,,,,,,,,,,,
25,25,B,50809472,,,,,,,,,,,,,,,
25,26,B,15403880,,,,,,,,,,,,,,,
25,27,B,19419828,,,,,,,,,,,,,,,
25,28,B,86933390,,,,,,,,,,,,,,,
25,29,B,38410217,,,,,,,,,,,,,,,
25,30,B,19099660,,,,,,,,,,,,,,,
25,31,B,45405740,,,,,,,,,,,,,,,
25,32,B,49277496,,,,,,,,,,,,,,,
25,33,B,60639320,,,,,,,,,,,,,,,
25,34,B,72366053,,,,,,,,,,,,,,,
25,35,B,20581655,,,,,,,,,,,,,,,
25,36,B,80759618,,,,,,,,,,,,,,,
25,37,B,51574657,,,,,,,,,,,,,,,
25,38,B,30455172,,,,,,,,,,,,,,,
25,39,B,89362821,,,,,,,,,,,,,,,
25,40,B,27283127,,,,,,,,,,,,,,,
25,41,B,72268644,,,,,,,,,,,,,,,
25,42,B,23291815,,,,,,,,,,,,,,,
25,43,B,63703026,,,,,,,,,,,,,,,
25,44,B,58317024,,,,,,,,,,,,,,,
25,45,B,DMSO,,,,,,,,,,,,,,,
25,46,B,DMSO,,,,,,,,,,,,,,,
25,47,B,DMSO,,,,,,,,,,,,,,,
25,48,B,DMSO,,,,,,,,,,,,,,,
25,1,C,DMSO,,,,,,,,,,,,,,,
25,2,C,DMSO,,,,,,,,,,,,,,,
25,3,C,DMSO,,,,,,,,,,,,,,,
25,4,C,DMSO,,,,,,,,,,,,,,,
25,5,C,54531759,,,,,,,,,,,,,,,
25,6,C,61848978,,,,,,,,,,,,,,,
25,7,C,23256692,,,,,,,,,,,,,,,
25,8,C,41225551,,,,,,,,,,,,,,,
25,9,C,33461507,,,,,,,,,,,,,,,
25,10,C,10625504,,,,,,,,,,,,,,,
25,11,C,27451213,,,,,,,,,,,,,,,
25,12,C,21201721,,,,,,,,,,,,,,,
25,13,C,70548696,,,,,,,,,,,,,,,
25,14,C,54569340,,,,,,,,,,,,,,,
25,15,C,54061485,,,,,,,,,,,,,,,
25,16,C,60732900,,,,,,,,,,,,,,,
25,17,C,12690798,,,,,,,,,,,,,,,
25,18,C,17068305,,,,,,,,,,,,,,,
25,19,C,47825725,,,,,,,,,,,,,,,
25,20,C,25016351,,,,,,,,,,,,,,,
25,21,C,73796753,,,,,,,,,,,,,,,
25,22,C,76182516,,,,,,,,,,,,,,,
25,23,C,66046196,,,,,,,,,,,,,,,
25,24,C,58436159,,,,,,,,,,,,,,,
25,25,C,62904889,,,,,,,,,,,,,,,
25,26,C,61715704,,,,,,,,,,,,,,,
25,27,C,48100610,,,,,,,,,,,,,,,
25,28,C,83068906,,,,,,,,,,,,,,,
25,29,C,12890046,,,,,,,,,,,,,,,
25,30,C,83944497,,,,,,,,,,,,,,,
25,31,C,31083703,,,,,,,,,,,,,,,
25,32,C,95584253,,,,,,,,,,,,,,,
25,33,C,56925322,,,,,,,,,,,,,,,
25,34,C,83436907,,,,,,,,,,,,,,,
25,35,C,20807843,,,,,,,,,,,,,,,
25,36,C,73247478,,,,,,,,,,,,,,,
25,37,C,74829761,,,,,,,,,,,,,,,
25,38,C,70098175,,,,,,,,,,,,,,,
25,39,C,24579418,,,,,,,,,,,,,,,
25,40,C,29407623,,,,,,,,,,,,,,,
25,41,C,14971566,,,,,,,,,,,,,,,
25,42,C,59856414,,,,,,,,,,,,,,,
25,43,C,57365504,,,,,,,,,,,,,,,
25,44,C,21433756,,,,,,,,,,,,,,,
25,45,C,DMSO,,,,,,,,,,,,,,,
25,46,C,DMSO,,,,,,,,,,,,,,,
25,47,C,DMSO,,,,,,,,,,,,,,,
25,48,C,DMSO,,,,,,,,,,,,,,,
25,1,D,DMSO,,,,,,,,,,,,,,,
25,2,D,DMSO,,,,,,,,,,,,,,,
25,3,D,DMSO,,,,,,,,,,,,,,,
25,4,D,DMSO,,,,,,,,,,,,,,,
25,5,D,95928881,,,,,,,,,,,,,,,
25,6,D,17677294,,,,,,,,,,,,,,,
25,7,D,10631013,,,,,,,,,,,,,,,
25,8,D,35488058,,,,,,,,,,,,,,,
25,9,D,17075549,,,,,,,,,,,,,,,
25,10,D,14645776,,,,,,,,,,,,,,,
25,11,D,47231796,,,,,,,,,,,,,,,
25,12,D,40118252,,,,,,,,,,,,,,,
25,13,D,51044915,,,,,,,,,,,,,,,
25,14,D,38280237,,,,,,,,,,,,,,,
25,15,D,65218686,,,,,,,,,,,,,,,
25,16,D,60655389,,,,,,,,,,,,,,,
25,17,D,86692401,,,,,,,,,,,,,,,
25,18,D,10727979,,,,,,,,,,,,,,,
25,19,D,46435468,,,,,,,,,,,,,,,
25,20,D,22225525,,,,,,,,,,,,,,,
25,21,D,57083636,,,,,,,,,,,,,,,
25,22,D,30987512,,,,,,,,,,,,,,,
25,23,D,52263514,,,,,,,,,,,,,,,
25,24,D,11300854,,,,,,,,,,,,,,,
25,25,D,69791789,,,,,,,,,,,,,,,
25,26,D,18844207,,,,,,,,,,,,,,,
25,27,D,68228473,,,,,,,,,,,,,,,
25,28,D,63497342,,,,,,,,,,,,,,,
25,29,D,42628107,,,,,,,,,,,,,,,
25,30,D,71908710,,,,,,,,,,,,,,,
25,31,D,66214146,,,,,,,,,,,,,,,
25,32,D,92057107,,,,,,,,,,,,,,,
25,33,D,23289698,,,,,,,,,,,,,,,
25,34,D,97435732,,,,,,,,,,,,,,,
25,35,D,48355547,,,,,,,,,,,,,,,
25,36,D,31797290,,,,,,,,,,,,,,,
25,37,D,42532725,,,,,,,,,,,,,,,
25,38,D,44483329,,,,,,,,,,,,,,,
25,39,D,91539757,,,,,,,,,,,,,,,
25,40,D,36475378,,,,,,,,,,,,,,,
25,41,D,25768360,,,,,,,,,,,,,,,
25,42,D,38667363,,,,,,,,,,,,,,,
25,43,D,54021559,,,,,,,,,,,,,,,
25,44,D,28674510,,,,,,,,,,,,,,,
25,45,D,DMSO,,,,,,,,,,,,,,,
25,46,D,DMSO,,,,,,,,,,,,,,,
25,47,D,DMSO,,,,,,,,,,,,,,,
25,48,D,DMSO,,,,,,,,,,,,,,,
25,1,E,DMSO,,,,,,,,,,,,,,,
25,2,E,DMSO,,,,,,,,,,,,,,,
25,3,E,DMSO,,,,,,,,,,,,,,,
25,4,E,DMSO,,,,,,,,,,,,,,,
25,5,E,89394497,,,,,,,,,,,,,,,
25,6,E,91007915,,,,,,,,,,,,,,,
25,7,E,57296975,,,,,,,,,,,,,,,
25,8,E,74216729,,,,,,,,,,,,,,,
25,9,E,18299169,,,,,,,,,,,,,,,
25,10,E,18604249,,,,,,,,,,,,,,,
25,11,E,87563803,,,,,,,,,,,,,,,
25,12,E,38357940,,,,,,,,,,,,,,,
25,13,E,33616069,,,,,,,,,,,,,,,
25,14,E,83181586,,,,,,,,,,,,,,,
25,15,E,31504308,,,,,,,,,,,,,,,
25,16,E,21507538,,,,,,,,,,,,,,,
25,17,E,94967815,,,,,,,,,,,,,,,
25,18,E,44072159,,,,,,,,,,,,,,,
25,19,E,70279297,,,,,,,,,,,,,,,
25,20,E,28473675,,,,,,,,,,,,,,,
25,21,E,11018847,,,,,,,,,,,,,,,
25,22,E,32210422,,,,,,,,,,,,,,,
25,23,E,72724427,,,,,,,,,,,,,,,
25,24,E,14710894,,,,,,,,,,,,,,,
25,25,E,58796352,,,,,,,,,,,,,,,
25,26,E,45829707,,,,,,,,,,,,,,,
25,27,E,54470350,,,,,,,,,,,,,,,
25,28,E,71347958,,,,,,,,,,,,,,,
25,29,E,13721209,,,,,,,,,,,,,,,
25,30,E,14106611,,,,,,,,,,,,,,,
25,31,E,37273898,,,,,,,,,,,,,,,
25,32,E,84688270,,,,,,,,,,,,,,,
25,33,E,48455919,,,,,,,,,,,,,,,
25,34,E,44215363,,,,,,,,,,,,,,,
25,35,E,13094885,,,,,,,,,,,,,,,
25,36,E,17085997,,,,,,,,,,,,,,,
25,37,E,68063988,,,,,,,,,,,,,,,
25,38,E,47685714,,,,,,,,,,,,,,,
25,39,E,63405951,,,,,,,,,,,,,,,
25,40,E,61037656,,,,,,,,,,,,,,,
25,41,E,46673379,,,,,,,,,,,,,,,
25,42,E,39512527,,,,,,,,,,,,,,,
25,43,E,19053664,,,,,,,,,,,,,,,
25,44,E,90092949,,,,,,,,,,,,,,,
25,45,E,DMSO,,,,,,,,,,,,,,,
25,46,E,DMSO,,,,,,,,,,,,,,,
25,47,E,DMSO,,,,,,,,,,,,,,,
25,48,E,DMSO,,,,,,,,,,,,,,,
25,1,F,DMSO,,,,,,,,,,,,,,,
25,2,F,DMSO,,,,,,,,,,,,,,,
25,3,F,DMSO,,,,,,,,,,,,,,,
25,4,F,DMSO,,,,,,,,,,,,,,,
25,5,F,17218538,,,,,,,,,,,,,,,
25,6,F,92880205,,,,,,,,,,,,,,,
25,7,F,72675194,,,,,,,,,,,,,,,
25,8,F,78721511,,,,,,,,,,,,,,,
25,9,F,81453896,,,,,,,,,,,,,,,
25,10,F,30149944,,,,,,,,,,,,,,,
25,11,F,11563769,,,,,,,,,,,,,,,
25,12,F,52822198,,,,,,,,,,,,,,,
25,13,F,68606072,,,,,,,,,,,,,,,
25,14,F,23094294,,,,,,,,,,,,,,,
25,15,F,12298248,,,,,,,,,,,,,,,
25,16,F,85857471,,,,,,,,,,,,,,,
25,17,F,66842983,,,,,,,,,,,,,,,
25,18,F,83212815,,,,,,,,,,,,,,,
25,19,F,96623410,,,,,,,,,,,,,,,
25,20,F,89748371,,,,,,,,,,,,,,,
25,21,F,73115886,,,,,,,,,,,,,,,
25,22,F,40140880,,,,,,,,,,,,,,,
25,23,F,45656089,,,,,,,,,,,,,,,
25,24,F,13044026,,,,,,,,,,,,,,,
25,25,F,28276517,,,,,,,,,,,,,,,
25,26,F,33612624,,,,,,,,,,,,,,,
25,27,F,47328151,,,,,,,,,,,,,,,
25,28,F,88665201,,,,,,,,,,,,,,,
25,29,F,43171892,,,,,,,,,,,,,,,
25,30,F,29507849,,,,,,,,,,,,,,,
25,31,F,40429377,,,,,,,,,,,,,,,
25,32,F,24774983,,,,,,,,,,,,,,,
25,33,F,70549715,,,,,,,,,,,,,,,
25,34,F,15164114,,,,,,,,,,,,,,,
25,35,F,74635396,,,,,,,,,,,,,,,
25,36,F,33915699,,,,,,,,,,,,,,,
25,37,F,79691302,,,,,,,,,,,,,,,
25,38,F,60040554,,,,,,,,,,,,,,,
25,39,F,12932779,,,,,,,,,,,,,,,
25,40,F,10927456,,,,,,,,,,,,,,,
25,41,F,34516868,,,,,,,,,,,,,,,
25,42,F,63792931,,,,,,,,,,,,,,,
25,43,F,60355723,,,,,,,,,,,,,,,
25,44,F,15469310,,,,,,,,,,,,,,,
25,45,F,DMSO,,,,,,,,,,,,,,,
25,46,F,DMSO,,,,,,,,,,,,,,,
25,47,F,DMSO,,,,,,,,,,,,,,,
25,48,F,DMSO,,,,,,,,,,,,,,,
25,1,G,DMSO,,,,,,,,,,,,,,,
25,2,G,DMSO,,,,,,,,,,,,,,,
25,3,G,DMSO,,,,,,,,,,,,,,,
25,4,G,DMSO,,,,,,,,,,,,,,,
25,5,G,59379423,,,,,,,,,,,,,,,
25,6,G,17632242,,,,,,,,,,,,,,,
25,7,G,29689369,,,,,,,,,,,,,,,
25,8,G,60689236,,,,,,,,,,,,,,,
25,9,G,74738184,,,,,,,,,,,,,,,
25,10,G,67546200,,,,,,,,,,,,,,,
25,11,G,71523786,,,,,,,,,,,,,,,
25,12,G,34318154,,,,,,,,,,,,,,,
25,13,G,87537361,,,,,,,,,,,,,,,
25,14,G,77239068,,,,,,,,,,,,,,,
25,15,G,75343028,,,,,,,,,,,,,,,
25,16,G,16392733,,,,,,,,,,,,,,,
25,17,G,92774249,,,,,,,,,,,,,,,
25,18,G,15634034,,,,,,,,,,,,,,,
25,19,G,61751714,,,,,,,,,,,,,,,
25,20,G,98023119,,,,,,,,,,,,,,,
25,21,G,66328182,,,,,,,,,,,,,,,
25,22,G,24813122,,,,,,,,,,,,,,,
25,23,G,29850474,,,,,,,,,,,,,,,
25,24,G,20188328,,,,,,,,,,,,,,,
25,25,G,67671672,,,,,,,,,,,,,,,
25,26,G,83687833,,,,,,,,,,,,,,,
25,27,G,75513420,,,,,,,,,,,,,,,
25,28,G,82917639,,,,,,,,,,,,,,,
25,29,G,38934978,,,,,,,,,,,,,,,
25,30,G,76180645,,,,,,,,,,,,,,,
25,31,G,15798289,,,,,,,,,,,,,,,
25,32,G,49042506,,,,,,,,,,,,,,,
25,33,G,55956604,,,,,,,,,,,,,,,
25,34,G,55399663,,,,,,,,,,,,,,,
25,35,G,13457000,,,,,,,,,,,,,,,
25,36,G,50015064,,,,,,,,,,,,,,,
25,37,G,88351727,,,,,,,,,,,,,,,
25,38,G,98435216,,,,,,,,,,,,,,,
25,39,G,67006959,,,,,,,,,,,,,,,
25,40,G,22948396,,,,,,,,,,,,,,,
25,41,G,37468115,,,,,,,,,,,,,,,
25,42,G,13403606,,,,,,,,,,,,,,,
25,43,G,75768909,,,,,,,,,,,,,,,
25,44,G,42936977,,,,,,,,,,,,,,,
25,45,G,DMSO,,,,,,,,,,,,,,,
25,46,G,DMSO,,,,,,,,,,,,,,,
25,47,G,DMSO,,,,,,,,,,,,,,,
25,48,G,DMSO,,,,,,,,,,,,,,,
25,1,H,DMSO,,,,,,,,,,,,,,,
25,2,H,DMSO,,,,,,,,,,,,,,,
25,3,H,DMSO,,,,,,,,,,,,,,,
25,4,H,DMSO,,,,,,,,,,,,,,,
25,5,H,63744222,,,,,,,,,,,,,,,
25,6,H,79534555,,,,,,,,,,,,,,,
25,7,H,79036935,,,,,,,,,,,,,,,
25,8,H,86479668,,,,,,,,,,,,,,,
25,9,H,46243544,,,,,,,,,,,,,,,
25,10,H,94519436,,,,,,,,,,,,,,,
25,11,H,38610487,,,,,,,,,,,,,,,
25,12,H,92396427,,,,,,,,,,,,,,,
25,13,H,45014159,,,,,,,,,,,,,,,
25,14,H,22879894,,,,,,,,,,,,,,,
25,15,H,57686236,,,,,,,,,,,,,,,
25,16,H,79260193,,,,,,,,,,,,,,,
25,17,H,91966294,,,,,,,,,,,,,,,
25,18,H,41467141,,,,,,,,,,,,,,,
25,19,H,90970828,,,,,,,,,,,,,,,
25,20,H,45066788,,,,,,,,,,,,,,,
25,21,H,48016615,,,,,,,,,,,,,,,
25,22,H,36229457,,,,,,,,,,,,,,,
25,23,H,80364927,,,,,,,,,,,,,,,
25,24,H,73866904,,,,,,,,,,,,,,,
25,25,H,15479486,,,,,,,,,,,,,,,
25,26,H,64074549,,,,,,,,,,,,,,,
25,27,H,40173104,,,,,,,,,,,,,,,
25,28,H,40034038,,,,,,,,,,,,,,,
25,29,H,14506451,,,,,,,,,,,,,,,
25,30,H,26022891,,,,,,,,,,,,,,,
25,31,H,87453131,,,,,,,,,,,,,,,
25,32,H,53469850,,,,,,,,,,,,,,,
25,33,H,88543367,,,,,,,,,,,,,,,
25,34,H,48979649,,,,,,,,,,,,,,,
25,35,H,13367252,,,,,,,,,,,,,,,
25,36,H,11345956,,,,,,,,,,,,,,,
25,37,H,73231164,,,,,,,,,,,,,,,
25,38,H,29353403,,,,,,,,,,,,,,,
25,39,H,57670058,,,,,,,,,,,,,,,
25,40,H,69493085,,,,,,,,,,,,,,,
25,41,H,12121080,,,,,,,,,,,,,,,
25,42,H,99030322,,,,,,,,,,,,,,,
25,43,H,75235312,,,,,,,,,,,,,,,
25,44,H,76511985,,,,,,,,,,,,,,,
25,45,H,DMSO,,,,,,,,,,,,,,,
25,46,H,DMSO,,,,,,,,,,,,,,,
25,47,H,DMSO,,,,,,,,,,,,,,,
25,48,H,DMSO,,,,,,,,,,,,,,,
25,1,I,DMSO,,,,,,,,,,,,,,,
25,2,I,DMSO,,,,,,,,,,,,,,,
25,3,I,DMSO,,,,,,,,,,,,,,,
25,4,I,DMSO,,,,,,,,,,,,,,,
25,5,I,27495880,,,,,,,,,,,,,,,
25,6,I,21819500,,,,,,,,,,,,,,,
25,7,I,88345391,,,,,,,,,,,,,,,
25,8,I,41117699,,,,,,,,,,,,,,,
25,9,I,41048176,,,,,,,,,,,,,,,
25,10,I,88829322,,,,,,,,,,,,,,,
25,11,I,75457384,,,,,,,,,,,,,,,
25,12,I,25203035,,,,,,,,,,,,,,,
25,13,I,56116278,,,,,,,,,,,,,,,
25,14,I,12740050,,,,,,,,,,,,,,,
25,15,I,24738725,,,,,,,,,,,,,,,
25,16,I,88205197,,,,,,,,,,,,,,,
25,17,I,22264199,,,,,,,,,,,,,,,
25,18,I,48885539,,,,,,,,,,,,,,,
25,19,I,55529346,,,,,,,,,,,,,,,
25,20,I,32828722,,,,,,,,,,,,,,,
25,21,I,11012295,,,,,,,,,,,,,,,
25,22,I,31176793,,,,,,,,,,,,,,,
25,23,I,76808423,,,,,,,,,,,,,,,
25,24,I,39822452,,,,,,,,,,,,,,,
25,25,I,71367466,,,,,,,,,,,,,,,
25,26,I,27908995,,,,,,,,,,,,,,,
